https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501735_12.img,"[[-85.2313326, 40.0247195], [-85.2314198, 40.010994], [-85.2135701, 40.0109256], [-85.2134793, 40.024651], [-85.2313326, 40.0247195]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501740_12.img,"[[-85.2312453, 40.0384449], [-85.2313326, 40.0247195], [-85.2134793, 40.024651], [-85.2133885, 40.0383765], [-85.2312453, 40.0384449]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501745_12.img,"[[-85.231158, 40.0521704], [-85.2312453, 40.0384449], [-85.2133885, 40.0383765], [-85.2132976, 40.0521019], [-85.231158, 40.0521704]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501750_12.img,"[[-85.2310706, 40.0658958], [-85.231158, 40.0521704], [-85.2132976, 40.0521019], [-85.2132066, 40.0658272], [-85.2310706, 40.0658958]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501755_12.img,"[[-85.2309831, 40.0796211], [-85.2310706, 40.0658958], [-85.2132066, 40.0658272], [-85.2131155, 40.0795525], [-85.2309831, 40.0796211]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501760_12.img,"[[-85.2308956, 40.0933465], [-85.2309831, 40.0796211], [-85.2131155, 40.0795525], [-85.2130244, 40.0932778], [-85.2308956, 40.0933465]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501765_12.img,"[[-85.230808, 40.1070717], [-85.2308956, 40.0933465], [-85.2130244, 40.0932778], [-85.2129333, 40.1070031], [-85.230808, 40.1070717]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501770_12.img,"[[-85.2307204, 40.120797], [-85.230808, 40.1070717], [-85.2129333, 40.1070031], [-85.2128421, 40.1207283], [-85.2307204, 40.120797]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501775_12.img,"[[-85.2306327, 40.1345222], [-85.2307204, 40.120797], [-85.2128421, 40.1207283], [-85.2127508, 40.1344535], [-85.2306327, 40.1345222]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501780_12.img,"[[-85.230545, 40.1482474], [-85.2306327, 40.1345222], [-85.2127508, 40.1344535], [-85.2126594, 40.1481787], [-85.230545, 40.1482474]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501785_12.img,"[[-85.2304572, 40.1619726], [-85.230545, 40.1482474], [-85.2126594, 40.1481787], [-85.212568, 40.1619038], [-85.2304572, 40.1619726]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501790_12.img,"[[-85.2303693, 40.1756977], [-85.2304572, 40.1619726], [-85.212568, 40.1619038], [-85.2124765, 40.1756289], [-85.2303693, 40.1756977]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501795_12.img,"[[-85.2302813, 40.1894228], [-85.2303693, 40.1756977], [-85.2124765, 40.1756289], [-85.212385, 40.189354], [-85.2302813, 40.1894228]]"
https://cloud.sdsc.edu/v1/AUTH_opentopography/Raster/IN_2011_2013_E/IN_2011_2013_E_be/Randolph/in2012_04501800_12.img,"[[-85.2301934, 40.2031479], [-85.2302813, 40.1894228], [-85.212385, 40.189354], [-85.2122934, 40.203079], [-85.2301934, 40.2031479]]"
